Chinese Sentence,Chinese NER Tagged
盖瑞：他把建筑叫做“铅工业。”,"[('盖瑞', 'nr', 0, 1)]"
盖瑞：不论如何，与西扎的合作，,"[('盖瑞', 'nr', 0, 1), ('西扎', 'nr', 6, 7)]"
是更加丰富更有意义的经历。,[]
正像Kyu与其他音乐家合作 我觉得与西扎合作就是那么个感觉。 你会——呃？,"[('西扎', 'nr', 10, 11)]"
观众：液态建筑。,[]
盖瑞：液态建筑。,"[('盖瑞', 'nr', 0, 1)]"
就像爵士乐——你可以即兴发挥，大家一起演奏。 你们互相挑战，你弄点儿什么， 他们再弄点儿什么。,[]
我认为这是一种—— 对我来说，这是一种理解一个城市的方法， 以及这个城市将会发生什么。,[]
乌尔曼：它会建在现有的场地附近吗？,"[('乌尔曼', 'nr', 0, 1)]"
还是会在——,[]
改服i：不，它就在现有场地附近。,[]
不论如何，他就是那种顾客。,[]
当然，那不是他的钱就是了。,[]
乌尔曼：他的计划是什么？,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：我不知道。,"[('盖瑞', 'nr', 0, 1)]"
什么计划，理查德？,"[('理查德', 'nr', 3, 4)]"
理查德：2004年开工。,"[('理查德', 'nr', 0, 1)]"
盖瑞：2004。,"[('盖瑞', 'nr', 0, 1)]"
你可以来参加开工典礼，我会邀请你的,[]
不，但民主的城市建设这件事儿很有趣， 因为它会造成混乱，是吗？,[]
每个人各干各的会造成一种非常混乱的局面， 如果你能相出胜过对方的方法—— 我是说，不是那—个意思——如果你能找到一群人， 能在互相尊重的前提下良性竞争， 可能就能实现建设城市的各个分区 且不仅仅依赖于一个建筑师的建设模型。,[]
就像是洛克菲勒中心模型， 就像是另一个时代的作品。,"[('洛克菲勒', 'nr', 2, 3)]"
乌尔曼：我找到了最值得称道的东西了。,"[('乌尔曼', 'nr', 0, 1)]"
我对毕尔巴鄂的预想是一座精彩的建筑， 进去之后有非凡的空间。,"[('毕尔巴鄂', 'ns', 2, 3)]"
我看过你以前在TED展示的草图。,[]
毕尔巴鄂带来的惊喜是它与城市地域的互相适应。,"[('毕尔巴鄂', 'ns', 0, 1)]"
那是跨河，连接周围的高速公路， 以及沿街行走突然邂逅它 给我们带来的惊喜。,[]
那我毕尔巴鄂的真正惊喜所在。,"[('毕尔巴鄂', 'ns', 2, 3)]"
盖瑞：但是你知道，理查德， 当大多建筑师展示他们的作品时—— 我们知道的多数人， 会站起来，谈论自己的作品， 就像告诉所有人你是个好人， 仅凭一句：“看，我考虑到了地域问题， 我为那座城市着想， 我为我的雇主着想， 我还考虑到了预算，甚至我如期完工。”,"[('盖瑞', 'nr', 0, 1), ('理查德', 'nr', 6, 7)]"
这个，那个，全是这类话。,[]
就像是拼命洗清自己——,[]
好像说那那些就可以似的，这些可以一定程度上说明你的工作完成得不错,[]
而且我认为每个人—— 我是指应该像对待事实，像对待重力,[]
你不可能否认重力的存在，或者反抗它,[]
你必须和工程部门合作,[]
如果工程超支，你就很难拿到很多项目。,[]
如果建筑发生渗水—— 毕尔巴鄂没有渗水,"[('毕尔巴鄂', 'ns', 5, 6)]"
让我非常骄傲,[]
麻省理工的项目——他们就那个项目对我进行面试， 还将工作人员派去毕尔巴鄂,"[('麻省', 'ns', 0, 1), ('毕尔巴鄂', 'ns', 19, 20)]"
我在毕尔巴鄂和他们见面,"[('毕尔巴鄂', 'ns', 2, 3)]"
他们待了三天。,[]
乌尔曼：这就是计算机楼？,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：是的，计算机楼。,"[('盖瑞', 'nr', 0, 1)]"
他们待了三天，天天下雨 他们到处转 我注意到他们总在往底下看， 总在找什么东西 他们实际上是在找水桶都藏在哪儿了，明白？,[]
人们得把桶搁外边儿。,[]
我可一身清白！那地方天衣无缝，滴水不漏。 实在太棒了！,[]
但是你得—— 是的，过不了太久什么房子都会有渗水的毛病，所以说——,[]
乌尔曼：弗兰克有种——,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：去问米里亚姆！,"[('盖瑞', 'nr', 0, 1), ('米里亚姆', 'nr', 4, 5)]"
乌尔曼：——一种名声——一阵子他在洛杉矶的名望就是靠“不漏水”得来的。,"[('乌尔曼', 'nr', 0, 1), ('洛杉矶', 'ns', 12, 13)]"
盖瑞：你们肯定都听说过弗兰克·劳埃德·赖特的故事 当一个女人叫他并说： “赖特先生，我当时躺在躺椅上， 水就直接浇在我头上。”,"[('盖瑞', 'nr', 0, 1), ('弗兰克·劳埃德·赖特', 'nr', 7, 8), ('赖特', 'nr', 19, 20)]"
他回答：“太太，您应该把椅子移开些。“,[]
过了些年我在做另一个项目 为诺顿·西蒙在海滩上建一栋小房子。 他的秘书，一位严肃苛刻的小姐 打电话给我说： “西蒙先生正坐在他的书桌前， 水正落在他的头顶。”,"[('诺顿·西蒙', 'nr', 11, 12), ('西蒙', 'nr', 37, 38)]"
我就把弗兰克·劳埃德·赖特的故事讲给她听。,"[('弗兰克·劳埃德·赖特', 'nr', 3, 4)]"
乌尔曼：她肯定没笑。,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：是的，就是现在也不会。,"[('盖瑞', 'nr', 0, 1)]"
我的意思是——我能不能这么说“那又怎么样？”,[]
不错，你解决了所有问题 能做的都做了，你干得不错。 你喜欢你的客户， 你喜爱那个城市， 你是个好人——你是个不错的家伙,[]
那又怎么样？,[]
你到底带来了什么呢？,[]
这才是一直以来我的兴趣所在 就是——一种个人的表达,[]
毕尔巴鄂，我认为，就展现出你可以有 自己的特质表达 而且符合所有基本的条件 并融入了那个城市,"[('毕尔巴鄂', 'nr', 0, 1)]"
这提醒我想到了“特质表达”,[]
我认为那才是重点，你知道。 就是“那又怎样”让大多雇佣了建筑师的客户—— 大多客户并不是为了那个雇佣建筑师,[]
建筑师至是被雇来完成项目，把握好预算 讲好听点，就是这样。 他们不理解一位建筑师的价值所在。,[]
乌尔曼：在一个时期，一些年前，人们—— 在迈克尔·格雷夫斯很受欢迎的时候，在茶壶以前——,"[('乌尔曼', 'nr', 0, 1), ('迈克尔·格雷夫斯', 'nr', 14, 15)]"
盖瑞：我也做了个茶壶，但没人买我的账。,"[('盖瑞', 'nr', 0, 1)]"
乌尔曼：它漏不？,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：一点儿不。,"[('盖瑞', 'nr', 0, 1)]"
乌尔曼：人们都想要迈克尔·格雷夫斯那样的设计。,"[('乌尔曼', 'nr', 0, 1), ('迈克尔·格雷夫斯', 'nr', 5, 6)]"
人们都想要毕尔巴鄂那样的设计是不是留下个祸根？,"[('毕尔巴鄂', 'ns', 3, 4)]"
盖瑞：是的，我总接到那样的电话。,"[('盖瑞', 'nr', 0, 1)]"
当毕尔巴鄂开放的时候——大概距现在有四五年了吧，我也记不清了—— 科伦斯和我都接到很多这样的电话， 我也不清楚了，大概至少有100个吧 中国的，巴西的，还有西班牙其他地方的 都想要做毕尔巴鄂那样的效果,"[('毕尔巴鄂', 'ns', 1, 2), ('科伦斯', 'nr', 24, 25), ('中国', 'ns', 46, 47), ('巴西', 'ns', 49, 50), ('西班牙', 'ns', 53, 54), ('毕尔巴鄂', 'ns', 60, 61)]"
这些人我也见了一些,[]
通常，我都直接拒绝 但是有些人把家谱都拿来了， 他们听上去有很好的用意 他们找到你，至少还要开一两次会,[]
有一次我甚至和整个团队飞到马拉加去 因为邀请函上有各种盖章和签名—— 你知道的——非常官方的城市签章 他们想让我过去在港口建一座建筑,"[('马拉加', 'ns', 9, 10)]"
我问他们想要什么样的,[]
“你来了我们就会告诉你的——”诸如此类的搪塞话,[]
我们四个人一起去了,[]
他们接待了我们，安排了非常好的酒店 然后带我们去看那个海湾 他们带我们乘船出海 指给我们看海港的景观,[]
每一处都不相上下，非常美丽,[]
然后的安排是去和市长一起吃了午餐 再和马拉加市的重量级人士 一起吃晚餐 就在去和市长午餐之前 我们去见了港口的行政长官,"[('马拉加市', 'ns', 13, 14)]"
那张桌子能有这块地毯长 行政官就坐那儿 我在这儿，和我的人一起,[]
我们坐下，喝了点水 每个人都很安静,[]
那个人看着我，说： “我能为你做些什么，盖瑞先生？”,"[('盖瑞', 'nr', 17, 18)]"
乌尔曼：哦，老天,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：所以我就站了起来,"[('盖瑞', 'nr', 0, 1)]"
告诉我的人， “咱们撤吧。“,[]
我们站起来，走了出去。,[]
他们跟着——那个人一路跟着我们，然后说： “您难道不去和市长吃午餐了吗？”,[]
我回答：“八去。”,[]
“你们难道也不去晚餐了吗？”,[]
他们就是带我们去那儿把这伙人凑到一块儿 你知道的，去创造一个项目,[]
这样的我们见得多了,[]
还好我已经够老的了 我可以把不能进行长途旅行当借口,[]
我还没有私人飞机呐,[]
乌尔曼：我要收收尾了，差不多结束这次谈话 因为它已经够长的了,"[('乌尔曼', 'nr', 0, 1)]"
我就说两句,[]
盖瑞：我能说两句吗？,"[('盖瑞', 'nr', 0, 1)]"
你是想说我还是你自己啊？,[]
（鼓掌♫） 乌尔曼：狗改不了吃屎！,"[('乌尔曼', 'nr', 4, 5)]"
盖瑞：我也是常人嘛，想体验一下站起来接受掌声的感觉，所以——,"[('盖瑞', 'nr', 0, 1)]"
乌尔曼：肯定有机会的嘛！不会忘了给你鼓掌的！,"[('乌尔曼', 'nr', 0, 1)]"
乌尔曼：我要给你鼓个掌先！,"[('乌尔曼', 'nr', 0, 1)]"
盖瑞：不，不，等等！,"[('盖瑞', 'nr', 0, 1)]"
想象一下七年呆在麻省理工和研究实验室， 仅仅发现你是一个表演艺术家。,"[('麻省', 'nt', 6, 7)]"
我也是一个软件工程师， 我也用电脑表现了很多不同形式的艺术。,[]
我认为我最感兴趣的事 是尝试找到一种途径 让计算机变成个人的表达模式。,[]
台下许多人是宏媒体和微软的领头人， 他们在某种程度上局限着我： 我认为这里有种强大的均质力量，它使 软件强制于人们并且局限人们 关于计算机可能性的思维。,"[('微软', 'nt', 6, 7)]"
当然，它也是一种强大的释放力量，这能实现可能性， 就象，发表论文，接着，制定标准，等等。,[]
但是，在某种程度上，计算机的功能超出 大多数人的想象，这就是我的艺术作品 尝试找到一个使用计算机的个人方法， 而最终我用软件程序完成了。,[]
Chris 叫我做一个短的演示， 所以我将要用 -- 大概10分钟 -- 展示，希望在最后有时间 介绍一些我其它的视频项目。,[]
谢谢,[]
（鼓掌） 我们还有一分钟。,[]
我就展示一段我最新项目的视频。,[]
我做了一个关于两个歌手的表演 他们擅长用嘴发出奇怪的噪音。,[]
这是来自于最近9月份的ARS 电子； 我们在英格兰也展示了一遍。,"[('英格兰', 'ns', 13, 14)]"
这个想法是使他们的演讲和背景音乐形象化 用一个大规模的屏幕。,[]
我们用了一个计算机视觉跟踪系统 去追踪他们的位置。,[]
自从我们知道他们的头在哪以后， 我们在他们身上安装了无线麦克风 这样我们可以处理声音的来源。 我们能够创造形象化（的表演模式） 这把他们如何处理他们的演讲连接的非常紧密。,[]
这个将要用大概30秒钟。,[]
他正在发出，一种，拍面颊的声音。,[]
好吧，足以说明不是全是这样，但是这是其中的一部分。,[]
非常感谢。总是有很多。,[]
我超时了，所以我想说的是你能，如果你在纽约， 下个星期，你能在Whitney Biennial 查看我的作品 同时在切儿西的Bitforms 画廊。,"[('纽约', 'ns', 16, 17), ('切儿西', 'ns', 33, 34)]"
在此，我想我应该下去了， 非常感谢大家（听我的演讲）。,[]
"我今天要讲俩个下世纪的大趋势 也很有可能是未来10,000年的趋势",[]
但是，我想首先从我对爱情的研究讲起 因为这是我最近的工作。,[]
我和我的同事对32个深陷爱情中的人 进行了功能性核磁共振大脑扫描,[]
这些人中的17个人获取了异性的芳心 其他的15个人则刚刚被甩,[]
所以我想先讲一下这个实验 然后是我对爱情的理解,[]
莎士比亚曾经问道：“爱情是什么？”,"[('莎士比亚', 'nr', 0, 1)]"
我想我们的祖先对这个问题的困惑 从一百万年前他们围坐在篝火边或者躺着看星星时就开始了,[]
为了找到浪漫爱情的内涵 我翻阅了45年来心理学方面的研究成果 发现当人们陷入爱情的时候会发生一些特殊的现象,[]
